Time,Power Consumption (kW),Power Generation (kW),Power Surplus (kW)
05:42:10,3.84,0.0,-3.84
05:42:15,3.57,0.0,-3.57
05:42:20,3.11,0.0,-3.11
05:42:25,3.05,0.0,-3.05
05:42:30,3.76,0.0,-3.76
05:42:35,3.05,0.0,-3.05
05:42:40,3.54,0.0,-3.54
05:42:45,3.09,0.0,-3.09
05:42:50,3.84,0.0,-3.84
05:42:55,3.1,0.0,-3.1
05:43:00,3.62,0.0,-3.62
05:43:05,3.71,0.0,-3.71
05:43:10,3.68,0.0,-3.68
05:43:15,3.84,0.0,-3.84
05:43:20,3.42,0.0,-3.42
05:43:25,3.81,0.0,-3.81
05:43:30,3.02,0.0,-3.02
05:43:35,3.1,0.0,-3.1
05:43:40,3.37,0.0,-3.37
05:43:45,3.73,0.0,-3.73
05:43:50,3.22,0.0,-3.22
05:43:55,3.39,0.0,-3.39
05:44:00,3.63,0.0,-3.63
05:44:05,3.35,0.0,-3.35
05:44:10,3.87,0.0,-3.87
05:44:15,3.72,0.0,-3.72
05:44:20,3.64,0.0,-3.64
05:44:25,3.43,0.0,-3.43
05:44:30,3.56,0.0,-3.56
05:44:35,3.73,0.0,-3.73
05:44:40,3.53,0.0,-3.53
05:44:45,3.84,0.0,-3.84
05:44:50,3.52,0.0,-3.52
05:44:55,3.16,0.0,-3.16
05:45:00,3.77,0.0,-3.77
05:45:05,3.15,0.0,-3.15
05:45:10,3.54,0.0,-3.54
05:45:15,4.0,0.0,-4.0
05:45:20,3.85,0.0,-3.85
05:45:25,3.18,0.0,-3.18
05:45:30,3.59,0.0,-3.59
05:45:35,3.69,0.0,-3.69
05:45:40,3.43,0.0,-3.43
05:45:45,3.62,0.0,-3.62
05:45:50,3.41,0.0,-3.41
05:45:55,3.22,0.0,-3.22
05:46:00,3.82,0.0,-3.82
05:46:05,3.82,0.0,-3.82
05:46:10,3.11,0.0,-3.11
05:46:15,3.98,0.0,-3.98
05:46:20,3.73,0.0,-3.73
05:46:25,3.95,0.0,-3.95
05:46:30,3.63,0.0,-3.63
05:46:35,3.94,0.0,-3.94
05:46:40,3.33,0.0,-3.33
05:46:45,3.12,0.0,-3.12
05:46:50,3.81,0.0,-3.81
05:46:55,3.24,0.0,-3.24
05:47:00,3.48,0.0,-3.48
05:47:05,3.11,0.0,-3.11
05:47:10,3.23,0.0,-3.23
05:47:15,3.01,0.0,-3.01
05:47:20,4.0,0.0,-4.0
05:47:25,3.83,0.0,-3.83
05:47:30,3.73,0.0,-3.73
05:47:35,3.23,0.0,-3.23
05:47:40,3.58,0.0,-3.58
05:47:45,3.41,0.0,-3.41
05:47:50,3.47,0.0,-3.47
05:47:55,3.18,0.0,-3.18
05:48:00,3.94,0.0,-3.94
05:48:05,3.61,0.0,-3.61
05:48:10,3.94,0.0,-3.94
05:48:15,3.63,0.0,-3.63
05:48:20,3.68,0.0,-3.68
05:48:25,3.65,0.0,-3.65
05:48:30,3.16,0.0,-3.16
05:48:35,3.64,0.0,-3.64
05:48:40,3.58,0.0,-3.58
05:48:45,3.75,0.0,-3.75
05:48:50,3.31,0.0,-3.31
05:48:55,3.2,0.0,-3.2
05:49:00,3.75,0.0,-3.75
05:49:05,3.55,0.0,-3.55
05:49:10,3.22,0.0,-3.22
05:49:15,3.84,0.0,-3.84
05:49:20,3.74,0.0,-3.74
05:49:25,3.93,0.0,-3.93
05:49:30,3.52,0.0,-3.52
05:49:35,3.04,0.0,-3.04
05:49:40,3.33,0.0,-3.33
05:49:45,3.48,0.0,-3.48
05:49:50,3.45,0.0,-3.45
05:49:55,3.24,0.0,-3.24
05:50:00,3.16,0.0,-3.16
05:50:05,3.22,0.0,-3.22
05:50:10,3.61,0.0,-3.61
05:50:15,3.09,0.0,-3.09
05:50:20,3.68,0.0,-3.68
05:50:25,3.43,0.0,-3.43
05:50:30,3.28,0.0,-3.28
05:50:35,3.07,0.0,-3.07
05:50:40,3.69,0.0,-3.69
05:50:45,3.11,0.0,-3.11
05:50:50,3.41,0.0,-3.41
05:50:55,3.91,0.0,-3.91
05:51:00,3.5,0.0,-3.5
05:51:05,3.23,0.0,-3.23
05:51:10,3.65,0.0,-3.65
05:51:15,3.65,0.0,-3.65
05:51:20,3.03,0.0,-3.03
05:51:25,3.97,0.0,-3.97
05:51:30,3.59,0.0,-3.59
05:51:35,3.28,0.0,-3.28
05:51:40,3.62,0.0,-3.62
05:51:45,3.84,0.0,-3.84
05:51:50,3.4,0.0,-3.4
05:51:55,3.15,0.0,-3.15
05:52:00,3.61,0.0,-3.61
05:52:05,3.15,0.0,-3.15
05:52:10,3.48,0.0,-3.48
05:52:15,3.15,0.0,-3.15
05:52:20,3.92,0.0,-3.92
05:52:25,3.79,0.0,-3.79
05:52:30,3.34,0.0,-3.34
05:52:35,3.68,0.0,-3.68
05:52:40,3.39,0.0,-3.39
05:52:45,3.66,0.0,-3.66
05:52:50,3.39,0.0,-3.39
05:52:55,3.43,0.0,-3.43
05:53:00,3.86,0.0,-3.86
05:53:05,3.41,0.0,-3.41
05:53:10,3.84,0.0,-3.84
05:53:15,3.53,0.0,-3.53
05:53:20,3.8,0.0,-3.8
05:53:25,3.41,0.0,-3.41
05:53:30,3.62,0.0,-3.62
05:53:35,3.05,0.0,-3.05
05:53:40,3.53,0.0,-3.53
05:53:45,3.91,0.0,-3.91
05:53:50,3.71,0.0,-3.71
05:53:55,3.41,0.0,-3.41
05:54:00,3.11,0.0,-3.11
05:54:05,3.22,0.0,-3.22
05:54:10,3.97,0.0,-3.97
05:54:15,3.74,0.0,-3.74
05:54:20,3.63,0.0,-3.63
05:54:25,3.98,0.0,-3.98
05:54:30,3.94,0.0,-3.94
05:54:35,3.98,0.0,-3.98
05:54:40,3.5,0.0,-3.5
05:54:45,3.8,0.0,-3.8
05:54:50,3.23,0.0,-3.23
05:54:55,3.93,0.0,-3.93
05:55:00,3.06,0.0,-3.06
05:55:05,3.65,0.0,-3.65
05:55:10,3.79,0.0,-3.79
05:55:15,3.11,0.0,-3.11
05:55:20,3.78,0.0,-3.78
05:55:25,3.35,0.0,-3.35
05:55:30,3.77,0.0,-3.77
05:55:35,3.68,0.0,-3.68
05:55:40,3.42,0.0,-3.42
05:55:45,3.81,0.0,-3.81
05:55:50,3.31,0.0,-3.31
05:55:55,3.92,0.0,-3.92
05:56:00,3.22,0.0,-3.22
05:56:05,3.84,0.0,-3.84
05:56:10,3.27,0.0,-3.27
05:56:15,3.53,0.0,-3.53
05:56:20,3.33,0.0,-3.33
05:56:25,3.9,0.0,-3.9
05:56:30,3.18,0.0,-3.18
05:56:35,3.73,0.0,-3.73
05:56:40,3.88,0.0,-3.88
05:56:45,3.33,0.0,-3.33
05:56:50,3.15,0.0,-3.15
05:56:55,3.45,0.0,-3.45
05:57:00,3.13,0.0,-3.13
05:57:05,3.21,0.0,-3.21
05:57:10,3.89,0.0,-3.89
05:57:15,3.52,0.0,-3.52
05:57:20,3.78,0.0,-3.78
05:57:25,3.07,0.0,-3.07
05:57:30,3.9,0.0,-3.9
05:57:35,3.49,0.0,-3.49
05:57:40,3.88,0.0,-3.88
05:57:45,3.1,0.0,-3.1
05:57:50,3.08,0.0,-3.08
05:57:55,3.82,0.0,-3.82
05:58:00,3.79,0.0,-3.79
05:58:05,3.81,0.0,-3.81
05:58:10,3.24,0.0,-3.24
05:58:15,3.39,0.0,-3.39
05:58:20,3.51,0.0,-3.51
05:58:25,3.43,0.0,-3.43
05:58:30,3.17,0.0,-3.17
05:58:35,3.0,0.0,-3.0
05:58:40,3.2,0.0,-3.2
05:58:45,3.02,0.0,-3.02
05:58:50,3.35,0.0,-3.35
05:58:55,3.62,0.0,-3.62
05:59:00,3.53,0.0,-3.53
05:59:05,3.07,0.0,-3.07
05:59:10,3.9,0.0,-3.9
05:59:15,3.65,0.0,-3.65
05:59:20,3.96,0.0,-3.96
05:59:25,3.49,0.0,-3.49
05:59:30,3.46,0.0,-3.46
05:59:35,3.61,0.0,-3.61
05:59:40,3.61,0.0,-3.61
05:59:45,3.6,0.0,-3.6
05:59:50,3.78,0.0,-3.78
05:59:55,3.2,0.0,-3.2
06:00:00,3.25,0.47,-2.7800000000000002
06:00:05,3.78,0.51,-3.2699999999999996
06:00:10,3.65,0.51,-3.1399999999999997
06:00:15,3.21,0.59,-2.62
06:00:20,3.18,0.0,-3.18
06:00:25,3.67,0.32,-3.35
06:00:30,3.1,0.07,-3.0300000000000002
06:00:35,3.7,0.24,-3.46
06:00:40,3.8,0.22,-3.5799999999999996
06:00:45,3.39,0.0,-3.39
06:00:50,3.7,0.0,-3.7
06:00:55,3.07,0.0,-3.07
06:01:00,3.01,0.18,-2.8299999999999996
06:01:05,3.54,0.59,-2.95
06:01:10,3.05,0.14,-2.9099999999999997
06:01:15,3.36,0.48,-2.88
06:01:20,3.29,0.3,-2.99
06:01:25,3.57,0.0,-3.57
06:01:30,3.53,0.0,-3.53
06:01:35,3.7,0.43,-3.27
06:01:40,3.87,0.0,-3.87
06:01:45,3.91,0.53,-3.38
06:01:50,3.01,0.52,-2.4899999999999998
06:01:55,3.58,0.0,-3.58
06:02:00,3.93,0.05,-3.8800000000000003
06:02:05,3.0,0.48,-2.52
06:02:10,3.83,0.11,-3.72
06:02:15,3.37,0.0,-3.37
06:02:20,3.85,0.5,-3.35
06:02:25,3.37,0.01,-3.3600000000000003
06:02:30,3.17,0.0,-3.17
06:02:35,3.85,0.08,-3.77
06:02:40,3.41,0.0,-3.41
06:02:45,3.64,0.0,-3.64
06:02:50,3.5,0.37,-3.13
06:02:55,3.9,0.09,-3.81
06:03:00,3.9,0.0,-3.9
06:03:05,3.03,0.0,-3.03
06:03:10,3.02,0.35,-2.67
06:03:15,3.76,0.52,-3.2399999999999998
06:03:20,3.67,0.52,-3.15
06:03:25,3.22,0.35,-2.87
06:03:30,3.17,0.03,-3.14
06:03:35,3.05,0.08,-2.9699999999999998
06:03:40,3.6,0.0,-3.6
06:03:45,3.28,0.0,-3.28
06:03:50,3.76,0.36,-3.4
06:03:55,3.55,0.0,-3.55
06:04:00,3.91,0.58,-3.33
06:04:05,3.05,0.14,-2.9099999999999997
06:04:10,3.01,0.0,-3.01
06:04:15,3.53,0.32,-3.21
06:04:20,3.12,0.0,-3.12
06:04:25,3.26,0.23,-3.03
06:04:30,3.47,0.31,-3.16
06:04:35,3.57,0.54,-3.03
06:04:40,3.18,0.0,-3.18
06:04:45,3.51,0.42,-3.09
06:04:50,3.29,0.3,-2.99
06:04:55,3.75,0.45,-3.3
06:05:00,3.75,0.31,-3.44
06:05:05,3.59,0.0,-3.59
06:05:10,3.77,0.57,-3.2
06:05:15,3.2,0.39,-2.81
06:05:20,3.48,0.3,-3.18
06:05:25,3.94,0.0,-3.94
06:05:30,3.8,0.0,-3.8
06:05:35,3.6,0.0,-3.6
06:05:40,3.83,0.17,-3.66
06:05:45,3.07,0.0,-3.07
06:05:50,3.53,0.0,-3.53
06:05:55,3.7,0.1,-3.6
06:06:00,3.64,0.12,-3.52
06:06:05,3.48,0.58,-2.9
06:06:10,3.59,0.0,-3.59
06:06:15,3.75,0.1,-3.65
06:06:20,3.97,0.29,-3.68
06:06:25,3.0,0.0,-3.0
06:06:30,3.12,0.34,-2.7800000000000002
06:06:35,3.29,0.23,-3.06
06:06:40,3.31,0.0,-3.31
06:06:45,3.26,0.06,-3.1999999999999997
06:06:50,3.26,0.44,-2.82
06:06:55,3.24,0.0,-3.24
06:07:00,3.89,0.31,-3.58
06:07:05,3.07,0.56,-2.51
06:07:10,3.93,0.0,-3.93
06:07:15,3.08,0.2,-2.88
06:07:20,3.67,0.0,-3.67
06:07:25,3.58,0.26,-3.3200000000000003
06:07:30,3.36,0.01,-3.35
06:07:35,3.47,0.0,-3.47
06:07:40,3.72,0.0,-3.72
06:07:45,3.16,0.19,-2.97
06:07:50,3.81,0.0,-3.81
06:07:55,3.61,0.49,-3.12
06:08:00,3.31,0.48,-2.83
06:08:05,3.04,0.24,-2.8
06:08:10,3.13,0.44,-2.69
06:08:15,3.24,0.55,-2.6900000000000004
06:08:20,3.34,0.57,-2.77
06:08:25,3.53,0.0,-3.53
06:08:30,3.42,0.36,-3.06
06:08:35,3.18,0.0,-3.18
06:08:40,3.68,0.39,-3.29
06:08:45,3.21,0.08,-3.13
06:08:50,3.4,0.48,-2.92
06:08:55,3.08,0.16,-2.92
06:09:00,3.64,0.0,-3.64
06:09:05,3.39,0.1,-3.29
06:09:10,3.99,0.15,-3.8400000000000003
06:09:15,3.86,0.0,-3.86
06:09:20,3.44,0.0,-3.44
06:09:25,3.5,0.12,-3.38
06:09:30,3.52,0.2,-3.32
06:09:35,3.31,0.0,-3.31
06:09:40,3.39,0.0,-3.39
06:09:45,3.27,0.39,-2.88
06:09:50,3.33,0.0,-3.33
06:09:55,3.42,0.07,-3.35
06:10:00,3.97,0.03,-3.9400000000000004
06:10:05,3.36,0.21,-3.15
06:10:10,3.0,0.0,-3.0
06:10:15,3.01,0.28,-2.7299999999999995
06:10:20,3.31,0.0,-3.31
06:10:25,3.12,0.55,-2.5700000000000003
06:10:30,3.25,0.0,-3.25
06:10:35,3.23,0.0,-3.23
06:10:40,3.62,0.28,-3.34
06:10:45,3.41,0.31,-3.1
06:10:50,3.7,0.0,-3.7
06:10:55,3.41,0.0,-3.41
06:11:00,3.25,0.04,-3.21
06:11:05,3.82,0.01,-3.81
06:11:10,3.44,0.0,-3.44
06:11:15,3.54,0.29,-3.25
06:11:20,3.32,0.56,-2.76
06:11:25,3.27,0.0,-3.27
06:11:30,3.67,0.47,-3.2
06:11:35,3.88,0.25,-3.63
06:11:40,3.52,0.02,-3.5
06:11:45,3.63,0.0,-3.63
06:11:50,3.93,0.0,-3.93
06:11:55,3.29,0.0,-3.29
06:12:00,3.97,0.05,-3.9200000000000004
06:12:05,3.26,0.0,-3.26
06:12:10,3.67,0.06,-3.61
06:12:15,3.3,0.25,-3.05
06:12:20,3.49,0.0,-3.49
06:12:25,3.77,0.0,-3.77
06:12:30,3.3,0.32,-2.98
06:12:35,3.24,0.0,-3.24
06:12:40,3.9,0.0,-3.9
06:12:45,3.83,0.0,-3.83
06:12:50,3.77,0.0,-3.77
06:12:55,3.07,0.13,-2.94
06:13:00,3.41,0.0,-3.41
06:13:05,3.05,0.0,-3.05
06:13:10,3.72,0.37,-3.35
06:13:15,3.77,0.52,-3.25
06:13:20,3.89,0.5,-3.39
06:13:25,3.95,0.46,-3.49
06:13:30,3.36,0.0,-3.36
06:13:35,3.6,0.0,-3.6
06:13:40,3.25,0.0,-3.25
06:13:45,3.57,0.17,-3.4
06:13:50,3.13,0.21,-2.92
06:13:55,3.52,0.4,-3.12
06:14:00,3.39,0.0,-3.39
06:14:05,3.87,0.3,-3.5700000000000003
06:14:10,3.48,0.0,-3.48
06:14:15,3.78,0.42,-3.36
06:14:20,3.91,0.0,-3.91
06:14:25,3.16,0.0,-3.16
06:14:30,3.21,0.0,-3.21
06:14:35,3.07,0.33,-2.7399999999999998
06:14:40,3.88,0.0,-3.88
06:14:45,3.4,0.0,-3.4
06:14:50,3.71,0.0,-3.71
06:14:55,3.9,0.37,-3.53
06:15:00,3.66,0.0,-3.66
06:15:05,3.23,0.31,-2.92
06:15:10,3.16,0.56,-2.6
06:15:15,3.4,0.0,-3.4
06:15:20,3.08,0.14,-2.94
06:15:25,3.41,0.34,-3.0700000000000003
06:15:30,3.07,0.0,-3.07
06:15:35,3.66,0.0,-3.66
06:15:40,3.54,0.53,-3.01
06:15:45,3.03,0.54,-2.4899999999999998
06:15:50,3.58,0.53,-3.05
06:15:55,3.77,0.0,-3.77
06:16:00,3.67,0.38,-3.29
06:16:05,3.46,0.02,-3.44
06:16:10,3.35,0.0,-3.35
06:16:15,3.62,0.0,-3.62
06:16:20,3.03,0.11,-2.92
06:16:25,3.92,0.09,-3.83
06:16:30,3.31,0.0,-3.31
06:16:35,3.01,0.0,-3.01
06:16:40,3.37,0.0,-3.37
06:16:45,3.09,0.0,-3.09
06:16:50,3.51,0.19,-3.32
06:16:55,3.79,0.18,-3.61
06:17:00,3.67,0.36,-3.31
06:17:05,3.42,0.0,-3.42
06:17:10,3.52,0.25,-3.27
06:17:15,3.81,0.31,-3.5
06:17:20,3.76,0.01,-3.75
06:17:25,3.86,0.14,-3.7199999999999998
06:17:30,3.86,0.23,-3.63
06:17:35,3.72,0.0,-3.72
06:17:40,3.8,0.2,-3.5999999999999996
06:17:45,3.43,0.4,-3.0300000000000002
06:17:50,3.44,0.15,-3.29
06:17:55,3.95,0.22,-3.73
06:18:00,3.07,0.48,-2.59
06:18:05,3.12,0.37,-2.75
06:18:10,3.14,0.46,-2.68
06:18:15,3.6,0.27,-3.33
06:18:20,3.49,0.0,-3.49
06:18:25,3.75,0.0,-3.75
06:18:30,3.16,0.25,-2.91
06:18:35,3.57,0.45,-3.1199999999999997
06:18:40,3.54,0.0,-3.54
06:18:45,3.97,0.0,-3.97
06:18:50,3.97,0.55,-3.42
06:18:55,3.8,0.0,-3.8
06:19:00,3.29,0.24,-3.05
06:19:05,3.68,0.0,-3.68
06:19:10,3.25,0.24,-3.01
06:19:15,3.79,0.36,-3.43
06:19:20,3.59,0.0,-3.59
06:19:25,3.65,0.0,-3.65
06:19:30,3.89,0.0,-3.89
06:19:35,3.52,0.38,-3.14
06:19:40,3.85,0.0,-3.85
06:19:45,3.03,0.0,-3.03
06:19:50,3.7,0.16,-3.54
06:19:55,3.87,0.59,-3.2800000000000002
06:20:00,3.71,0.52,-3.19
06:20:05,3.93,0.0,-3.93
06:20:10,3.3,0.28,-3.0199999999999996
06:20:15,3.33,0.0,-3.33
06:20:20,3.8,0.38,-3.42
06:20:25,3.44,0.13,-3.31
06:20:30,3.9,0.0,-3.9
06:20:35,3.84,0.0,-3.84
06:20:40,3.2,0.2,-3.0
06:20:45,3.7,0.0,-3.7
06:20:50,3.58,0.43,-3.15
06:20:55,3.83,0.0,-3.83
06:21:00,3.23,0.57,-2.66
06:21:05,3.19,0.0,-3.19
06:21:10,3.46,0.37,-3.09
06:21:15,3.0,0.09,-2.91
06:21:20,3.49,0.0,-3.49
06:21:25,3.7,0.52,-3.18
06:21:30,3.03,0.35,-2.6799999999999997
06:21:35,3.59,0.17,-3.42
06:21:40,3.9,0.22,-3.6799999999999997
06:21:45,3.98,0.44,-3.54
06:21:50,3.99,0.0,-3.99
06:21:55,3.71,0.0,-3.71
06:22:00,3.17,0.0,-3.17
06:22:05,3.07,0.11,-2.96
06:22:10,3.15,0.21,-2.94
06:22:15,3.74,0.49,-3.25
06:22:20,3.04,0.0,-3.04
06:22:25,3.75,0.0,-3.75
06:22:30,3.05,0.2,-2.8499999999999996
06:22:35,3.18,0.55,-2.63
06:22:40,3.54,0.33,-3.21
06:22:45,3.77,0.57,-3.2
06:22:50,3.14,0.0,-3.14
06:22:55,3.33,0.33,-3.0
06:23:00,3.6,0.0,-3.6
06:23:05,3.11,0.41,-2.6999999999999997
06:23:10,3.61,0.02,-3.59
06:23:15,3.92,0.45,-3.4699999999999998
06:23:20,3.91,0.3,-3.6100000000000003
06:23:25,3.42,0.23,-3.19
06:23:30,3.7,0.23,-3.47
06:23:35,3.49,0.41,-3.08
06:23:40,3.33,0.15,-3.18
06:23:45,3.82,0.0,-3.82
06:23:50,3.52,0.0,-3.52
06:23:55,3.77,0.0,-3.77
06:24:00,3.96,0.1,-3.86
06:24:05,3.85,0.14,-3.71
06:24:10,3.66,0.23,-3.43
06:24:15,3.4,0.49,-2.91
06:24:20,3.47,0.11,-3.3600000000000003
06:24:25,3.7,0.07,-3.6300000000000003
06:24:30,3.37,0.0,-3.37
06:24:35,3.15,0.51,-2.6399999999999997
06:24:40,3.22,0.41,-2.81
06:24:45,3.15,0.0,-3.15
06:24:50,3.76,0.37,-3.3899999999999997
06:24:55,3.59,0.0,-3.59
06:25:00,3.49,0.07,-3.4200000000000004
06:25:05,3.24,0.12,-3.12
06:25:10,3.35,0.0,-3.35
06:25:15,3.74,0.56,-3.18
06:25:20,3.57,0.33,-3.2399999999999998
06:25:25,3.29,0.47,-2.8200000000000003
06:25:30,3.04,0.43,-2.61
06:25:35,3.95,0.22,-3.73
06:25:40,3.69,0.42,-3.27
06:25:45,3.77,0.0,-3.77
06:25:50,3.15,0.0,-3.15
06:25:55,3.24,0.13,-3.1100000000000003
06:26:00,3.5,0.44,-3.06
06:26:05,3.88,0.0,-3.88
06:26:10,3.65,0.43,-3.2199999999999998
06:26:15,3.43,0.52,-2.91
06:26:20,3.69,0.0,-3.69
06:26:25,3.84,0.0,-3.84
06:26:30,3.97,0.03,-3.9400000000000004
06:26:35,3.17,0.17,-3.0
06:26:40,3.72,0.43,-3.29
06:26:45,3.6,0.18,-3.42
06:26:50,3.61,0.0,-3.61
06:26:55,3.03,0.52,-2.51
06:27:00,3.16,0.0,-3.16
06:27:05,3.81,0.24,-3.5700000000000003
06:27:10,3.06,0.32,-2.74
06:27:15,3.01,0.0,-3.01
06:27:20,3.1,0.0,-3.1
06:27:25,3.16,0.41,-2.75
06:27:30,3.66,0.33,-3.33
06:27:35,3.07,0.0,-3.07
06:27:40,3.81,0.0,-3.81
06:27:45,3.45,0.18,-3.27
06:27:50,3.88,0.06,-3.82
06:27:55,3.95,0.0,-3.95
06:28:00,3.25,0.0,-3.25
06:28:05,3.37,0.0,-3.37
06:28:10,3.95,0.24,-3.71
06:28:15,3.59,0.0,-3.59
06:28:20,3.52,0.0,-3.52
06:28:25,3.43,0.0,-3.43
06:28:30,3.93,0.0,-3.93
06:28:35,3.9,0.36,-3.54
06:28:40,3.31,0.0,-3.31
06:28:45,3.62,0.29,-3.33
06:28:50,3.77,0.04,-3.73
06:28:55,3.5,0.48,-3.02
06:29:00,3.63,0.35,-3.28
06:29:05,3.49,0.01,-3.4800000000000004
06:29:10,3.96,0.42,-3.54
06:29:15,3.94,0.23,-3.71
06:29:20,3.71,0.03,-3.68
06:29:25,3.89,0.34,-3.5500000000000003
06:29:30,3.93,0.24,-3.6900000000000004
06:29:35,3.59,0.0,-3.59
06:29:40,3.39,0.0,-3.39
06:29:45,3.68,0.0,-3.68
06:29:50,3.35,0.0,-3.35
06:29:55,3.66,0.0,-3.66
06:30:00,3.68,0.0,-3.68
06:30:05,3.36,0.35,-3.01
06:30:10,3.38,0.39,-2.9899999999999998
06:30:15,3.32,0.3,-3.02
06:30:20,3.8,0.0,-3.8
06:30:25,3.52,0.25,-3.27
06:30:30,3.95,0.42,-3.5300000000000002
06:30:35,3.04,0.14,-2.9
06:30:40,3.27,0.11,-3.16
06:30:45,3.52,0.0,-3.52
06:30:50,3.22,0.23,-2.99
06:30:55,3.25,0.51,-2.74
06:31:00,3.16,0.16,-3.0
06:31:05,3.56,0.0,-3.56
06:31:10,3.49,0.0,-3.49
06:31:15,3.4,0.26,-3.1399999999999997
06:31:20,3.12,0.4,-2.72
06:31:25,3.69,0.38,-3.31
06:31:30,3.89,0.07,-3.8200000000000003
06:31:35,3.82,0.21,-3.61
06:31:40,3.1,0.0,-3.1
06:31:45,3.72,0.23,-3.49
06:31:50,3.28,0.49,-2.79
06:31:55,3.44,0.06,-3.38
06:32:00,3.22,0.0,-3.22
06:32:05,3.04,0.0,-3.04
06:32:10,3.69,0.0,-3.69
06:32:15,3.28,0.09,-3.19
06:32:20,3.19,0.31,-2.88
06:32:25,3.63,0.21,-3.42
06:32:30,3.05,0.0,-3.05
06:32:35,4.0,0.13,-3.87
06:32:40,3.9,0.0,-3.9
06:32:45,3.74,0.04,-3.7
06:32:50,3.14,0.41,-2.73
06:32:55,3.32,0.0,-3.32
06:33:00,3.18,0.48,-2.7
06:33:05,3.51,0.59,-2.92
06:33:10,3.11,0.0,-3.11
06:33:15,3.95,0.17,-3.7800000000000002
06:33:20,3.22,0.54,-2.68
06:33:25,3.69,0.04,-3.65
06:33:30,3.88,0.0,-3.88
06:33:35,3.39,0.23,-3.16
06:33:40,3.79,0.07,-3.72
06:33:45,3.7,0.0,-3.7
06:33:50,3.31,0.56,-2.75
06:33:55,3.46,0.31,-3.15
06:34:00,3.54,0.34,-3.2
06:34:05,3.69,0.0,-3.69
06:34:10,3.19,0.11,-3.08
06:34:15,3.29,0.0,-3.29
06:34:20,3.41,0.35,-3.06
06:34:25,3.32,0.34,-2.98
06:34:30,3.63,0.0,-3.63
06:34:35,3.95,0.4,-3.5500000000000003
06:34:40,3.32,0.0,-3.32
06:34:45,3.96,0.0,-3.96
06:34:50,3.6,0.17,-3.43
06:34:55,3.77,0.07,-3.7
06:35:00,3.67,0.38,-3.29
06:35:05,3.24,0.31,-2.93
06:35:10,3.54,0.0,-3.54
06:35:15,3.01,0.43,-2.5799999999999996
06:35:20,3.25,0.0,-3.25
06:35:25,3.54,0.0,-3.54
06:35:30,3.65,0.0,-3.65
06:35:35,3.84,0.0,-3.84
06:35:40,3.33,0.42,-2.91
06:35:45,3.48,0.12,-3.36
06:35:50,3.47,0.0,-3.47
06:35:55,3.62,0.52,-3.1
06:36:00,3.02,0.14,-2.88
06:36:05,3.07,0.54,-2.53
06:36:10,3.11,0.0,-3.11
06:36:15,3.89,0.3,-3.5900000000000003
06:36:20,3.1,0.16,-2.94
06:36:25,3.57,0.0,-3.57
06:36:30,3.43,0.0,-3.43
06:36:35,3.45,0.47,-2.9800000000000004
06:36:40,3.53,0.0,-3.53
06:36:45,3.26,0.51,-2.75
06:36:50,3.55,0.0,-3.55
06:36:55,3.46,0.12,-3.34
06:37:00,3.28,0.51,-2.7699999999999996
06:37:05,3.98,0.0,-3.98
06:37:10,3.24,0.07,-3.1700000000000004
06:37:15,3.27,0.12,-3.15
06:37:20,3.59,0.31,-3.28
06:37:25,3.57,0.0,-3.57
06:37:30,3.66,0.0,-3.66
06:37:35,3.55,0.2,-3.3499999999999996
06:37:40,3.4,0.18,-3.2199999999999998
06:37:45,3.31,0.0,-3.31
06:37:50,3.81,0.15,-3.66
06:37:55,3.74,0.59,-3.1500000000000004
06:38:00,3.95,0.2,-3.75
06:38:05,3.39,0.19,-3.2
06:38:10,3.97,0.1,-3.87
06:38:15,3.43,0.47,-2.96
06:38:20,3.08,0.29,-2.79
06:38:25,3.58,0.0,-3.58
06:38:30,3.28,0.48,-2.8
06:38:35,3.5,0.19,-3.31
06:38:40,3.05,0.5,-2.55
06:38:45,3.92,0.0,-3.92
06:38:50,3.14,0.0,-3.14
06:38:55,3.85,0.5,-3.35
06:39:00,3.38,0.06,-3.32
06:39:05,3.67,0.0,-3.67
06:39:10,3.65,0.02,-3.63
06:39:15,3.01,0.0,-3.01
06:39:20,3.32,0.0,-3.32
06:39:25,3.75,0.0,-3.75
06:39:30,3.25,0.09,-3.16
06:39:35,3.55,0.0,-3.55
06:39:40,3.35,0.0,-3.35
06:39:45,3.08,0.54,-2.54
06:39:50,3.48,0.28,-3.2
06:39:55,3.73,0.57,-3.16
06:40:00,3.48,0.0,-3.48
06:40:05,3.76,0.11,-3.65
06:40:10,3.57,0.1,-3.4699999999999998
06:40:15,3.31,0.0,-3.31
06:40:20,3.2,0.02,-3.18
06:40:25,3.22,0.0,-3.22
06:40:30,3.06,0.0,-3.06
06:40:35,3.02,0.23,-2.79
06:40:40,3.95,0.31,-3.64
06:40:45,3.33,0.58,-2.75
06:40:50,3.59,0.58,-3.01
06:40:55,3.49,0.05,-3.4400000000000004
06:41:00,3.08,0.11,-2.97
06:41:05,3.06,0.15,-2.91
06:41:10,3.13,0.0,-3.13
06:41:15,3.62,0.0,-3.62
06:41:20,3.97,0.0,-3.97
06:41:25,3.25,0.31,-2.94
06:41:30,3.21,0.0,-3.21
06:41:35,3.56,0.18,-3.38
06:41:40,3.69,0.07,-3.62
06:41:45,3.3,0.48,-2.82
06:41:50,3.84,0.15,-3.69
